Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class_BOMBAY,Class_CALI,Class_DERMASON,Class_HOROZ,Class_SEKER,Class_SIRA
-0.8386593939561159,-1.1399095812805062,-1.3022127231840983,-0.6318105603975751,-1.5629335521626357,-2.186427806038292,-0.83919357738708,-1.061010933623522,0.2941289813573528,0.36972162976112016,1.4220782294757783,1.8374368007880917,0.6821700808765238,2.3950135724375654,1.924260766696774,0.8421000491194819,0,0,0,0,1,0
-0.8271053625665377,-1.0106500661825013,-1.3914793739744384,-0.43487180414230736,-1.9689767857979417,-3.69081922957592,-0.823856434574032,-1.0418923391769104,0.7052490301777405,-0.47438882956369816,0.22814883408474249,2.495582892457461,0.36894448299942056,3.093314186980515,2.6902479298881956,0.7741246655952516,0,0,0,0,1,0
-0.8050879458182557,-1.0754872766987142,-1.2479993216494185,-0.5863389637251063,-1.5120078900494343,-2.0456624538719086,-0.8064721020200738,-1.005769531075072,0.5851698638887483,0.5229927839311067,1.2509160648371387,1.7629579519352758,0.6044117706412958,2.2280325183164,1.8396711981343579,0.921350137533043,0,0,0,0,1,0
-0.7744476088883712,-1.0250598891409144,-1.2510969116925217,-0.4621280546186244,-1.6691859771356168,-2.506991676377876,-0.7759320583442013,-0.9561541081911793,0.5354398538226358,0.5123127000414783,1.1836851209094752,2.0059125536442073,0.4057009903017175,2.4042210026440722,2.1171777098711817,0.9606323663216453,0,0,0,0,1,0
-0.7676992365723343,-0.861400476401327,-1.268713897452423,-0.4058256954195046,-1.7680115418879425,-2.8440269329591064,-0.7635146779485169,-0.9453259686900334,0.2629340946673819,-0.6715968195585471,-0.34286692535147834,2.1626791397349,0.3212212083052567,2.5538953602725365,2.2986426356879908,0.9173206391639313,0,0,0,0,1,0
-0.7606100373716491,-1.021544843359406,-1.2397411871018889,-0.42546027318545465,-1.6903950815169513,-2.5758728174469776,-0.76103120186938,-0.933988769274062,0.45079814912338534,0.2780719489638185,1.3583851894223034,2.0373150413807317,0.351412620411285,2.4021592827593805,2.1533766018168583,0.8951479440855383,0,0,0,0,1,0
-0.7555317167903891,-1.0390128493850206,-1.1966590618595616,-0.4757694079321917,-1.5481190742700992,-2.1446832320259714,-0.7584806048151312,-0.9258910146020307,0.6993971990293459,0.7958273121828342,1.628110544541817,1.817412406903903,0.4279015106788459,2.1614564209963287,1.9014761757045742,0.9201935263595201,0,0,0,0,1,0
-0.752702853647808,-0.9978439245885956,-1.2394385793347205,-0.3969018808743536,-1.7228000173285765,-2.684631025519625,-0.7531109268061866,-0.9213886687251597,0.4352892148721801,0.2692112396830448,1.2241545744878153,2.092235097027209,0.3058018816302817,2.4401840323358894,2.2168669810958974,0.9950435838396323,0,0,0,0,1,0
-0.7467724658549271,-1.008132659389378,-1.275291108096773,-0.3103627980153625,-1.8863805587862295,-3.311125290933389,-0.7471371600212358,-0.9119695889336572,0.754659545695907,0.25580075504849686,1.424528689546309,2.3557328357655396,0.18372088593703556,2.7081484934809703,2.5247022068023584,0.8226079240378819,0,0,0,0,1,0
-0.7444889257277832,-0.9891681948811846,-1.2053249767437368,-0.41461408363292096,-1.6376251481120045,-2.4076602846524477,-0.7459961034443351,-0.908349732568689,1.008602971479637,0.4870853041852231,1.2554488887023976,1.9462131590098595,0.34170094065889195,2.267143653384273,2.0485684774429638,0.6447813613785304,0,0,0,0,1,0
-0.7444889257277832,-0.9962588906818143,-1.256853935096443,-0.3356075048470046,-1.8245014438277216,-3.0571481993075835,-0.7466001922203414,-0.908349732568689,0.6508040182523542,0.6104905942426404,1.3311963160101177,2.2576611643594164,0.2158334791541646,2.5958161414222207,2.4095061655647916,0.986825482281421,0,0,0,0,1,0
-0.7438072719584866,-1.015917972990333,-1.2462521420877921,-0.3496531432595483,-1.7891050484300255,-2.921691461048706,-0.7450564097927698,-0.9072699328799376,0.2979839758119385,0.43378624002276395,1.5544730887736944,2.1974032104884746,0.2378376345208096,2.529428969164506,2.3390924948872107,0.9267965869089049,0,0,0,0,1,0
-0.7429892874353307,-0.9806463067000206,-1.2151708573699878,-0.3961935922848773,-1.6777399615602662,-2.5345606676559838,-0.7432777039523069,-0.905974630311547,0.6073124513189501,0.23743776317647092,1.1875104204997022,2.015330354891036,0.3089871726646473,2.3352317632296997,2.1280260403727715,0.8350061028237165,0,0,0,0,1,0
-0.7429552047468658,-1.0024265373249661,-1.2218537103110714,-0.3872169911988632,-1.7007134138442814,-2.6100314366410817,-0.7437811112656454,-0.9059206701838974,0.2748838773420797,0.34679401047375014,1.4207566392488498,2.055584299151171,0.2924901933089472,2.3772233819309596,2.1744711088640414,0.9528176961786421,0,0,0,0,1,0
-0.7406034992427923,-1.0076291780307542,-1.252382697331808,-0.3279714721414135,-1.824614430547628,-3.057591390573359,-0.7426064942011887,-0.9021995072470773,0.4253814898964581,0.5842221338463474,1.5128573080380352,2.257966775409662,0.20468996317836244,2.586147818069334,2.409863993483258,0.9904185540561444,0,0,0,0,1,0
-0.738456289869508,-1.024668292528651,-1.2017645370893226,-0.40305629046600744,-1.6443985772651513,-2.428669053426389,-0.7424051312758534,-0.8988055073902094,0.5064963660402032,0.9780528990534059,1.7329270504810117,1.9675063138746527,0.3155091957296203,2.2745532403689017,2.0730081599986225,0.9760785483039336,0,0,0,0,1,0
-0.7371270650193794,-1.0181883009685753,-1.165894895238061,-0.45102546922015824,-1.5190028586813538,-2.0645486544354417,-0.7422373288380738,-0.8967061694601551,0.40230088557452853,1.212969661358156,1.6816174833293265,1.7672809206092113,0.39488872590119695,2.0672682704068617,1.844569388691329,0.7277239314598735,0,0,0,0,1,0
-0.7318101656188656,-1.0067387619242971,-1.2368076393949952,-0.31615953248755074,-1.8087341966821342,-2.995987168966447,-0.7359615176651197,-0.8883218375372833,0.3972258405271999,1.0096381675280435,1.6367632670361334,2.225073764412705,0.19293771944304697,2.5285762247543997,2.371391982124384,0.7881589937939749,0,0,0,0,1,0
-0.7303446100148777,-0.8424266881642704,-1.1957351354458947,-0.3744514600328871,-1.6662312110307536,-2.497534060300807,-0.7223359597174228,-0.8860144202631679,0.15143067477755595,-1.4266509013202275,-0.005868148386030143,1.9885060863669044,0.28374753414155135,2.2767289108242856,2.0971451749769727,0.5675043297267587,0,0,0,0,1,0
-0.7281633179531285,-0.9235058343605586,-1.0509616354851736,-0.595705292210292,-1.1087461891165862,-1.1468715090713586,-0.7274371538259202,-0.8825830325124244,0.25107662721828067,0.02336770443614453,0.8135397732744779,1.1927970288433907,0.6196652082875317,1.493463745574347,1.206208149048538,0.9271062594172184,0,0,0,0,1,0
-0.7268681757914648,-0.9201492919697277,-0.9689258699560951,-0.691437343657567,-0.8079731857134159,-0.6510923336285164,-0.7286453313779327,-0.8805472880512557,-0.17731344218772194,0.5244454483135012,0.7981817128727811,0.7793139026353203,0.8090467234578688,1.1196255631372247,0.7624195248667387,-0.03170547716057421,0,0,0,0,1,0
-0.726629596972211,-0.9700778600333353,-1.280429857366271,-0.2230535735743455,-1.988426458277664,-3.7882943371317324,-0.7280748030894824,-0.8801724157084773,0.4840810244493439,0.4575543711262981,1.3189323891058276,2.5335516537526,0.05926873162258986,2.8503760100221314,2.735451952025148,0.8957518323910834,0,0,0,0,1,0
-0.7259138605144495,-0.9253985513198324,-1.2143752471441676,-0.33383775951543493,-1.7473624546021356,-2.770071244204899,-0.7258262504232368,-0.8790480470907819,0.5646043089309432,0.14984324837791135,0.8651084315923593,2.13064268306738,0.2139451932520625,2.4140030164263333,2.261405603412117,0.9609163715005941,0,0,0,0,1,0
